"","Genotype","Batch","Sample","clusters","clusters_eff","cluster_size_mean","cluster_size_std","cluster_gini","cluster_entropy","cluster_inverse_simpson","occupancy_top_cluster","occupancy_big_clusters","alpha_ratio_clusters","pct_clusters_Sa","pct_clusters_Sm","pct_templated_inserts","pct_inversions","pct_duplications","duplication_size","inversion_size","homology_score_fw","homology_score_rv","donor_score_S","donor_score_W","donor_score_WGCW","donor_score_GAGCT","donor_score_GGGST","donor_complexity","acceptor_score_S","acceptor_score_W","acceptor_score_WGCW","acceptor_score_GAGCT","acceptor_score_GGGST","acceptor_complexity","homology","untemplated_inserts","pct_blunt","read_length_mean","read_length_std","GC_content_mean","GC_content_std","read_length_SA_mean","read_length_SA_std","pct_direct_switch","pct_sequential_switch","pct_intraswitch_deletion","intraswitch_size_mean","intraswitch_size_std","break_dispersion_SM","break_dispersion_SA","pct_breaks_SM_SM","pct_breaks_SM_SA","pct_breaks_SA_SA","homology_score_fw_SM_SA","homology_score_rv_SM_SA","donor_score_GGGST_SM_SA","donor_score_S_SM_SA","donor_score_W_SM_SA","donor_score_WGCW_SM_SA","donor_score_GAGCT_SM_SA","donor_complexity_SM_SA","acceptor_score_GAGCT_SM_SA","acceptor_score_GGGST_SM_SA","acceptor_score_S_SM_SA","acceptor_score_W_SM_SA","acceptor_score_WGCW_SM_SA","acceptor_complexity_SM_SA","homology_SA","untemplated_inserts_SA","pct_blunt_SA","clusters_raw","clusters_eff_raw","cluster_size_mean_raw","cluster_size_std_raw","cluster_gini_raw","cluster_entropy_raw","cluster_inverse_simpson_raw","occupancy_top_cluster_raw","occupancy_big_clusters_raw","somatic_variants","frac_variants_transitions","num_variants"
"27","Brca1 KO","20230120","20230120_BC49_switch",167.3,128.853373137097,0.0059888845431678,0.004558017182519,0.384588723594779,0.951806270940208,105.759571356177,0.0262381454162275,0.351211801896733,1,100,0,3.74331550802139,0,0.51272075260207,1689.5,0,0.122393280989895,0.0096654589433077,0.0071588494261054,0.0060898164994356,0.0120602852461131,0.0090915294924307,0.0028520026554174,0.0053184542672474,0.006744978320561,0.0065748835032404,0.0063227218163283,0.0012884078157547,4.03257532317592e-06,0.0064022577081152,2.40040254476795,3.59512362851596,0.53475935828877,1878.01069518717,458.25158292645,0.497861627451539,0.0158830359463877,1878.01069518717,458.25158292645,95.8575414921501,0,4.14245850784989,375.602738326195,216.669159503973,337.534078784677,318.692974894039,3.61251679753406,95.8575414921501,0.52994171031582,0.123400208197899,0.0100206915074815,0.0064511935400712,0.0151664097473933,0.0132265519022852,0.0200404293960402,0.0182799319689825,0.0118014197130626,0,0,0.0127071247493675,0.0122626510382783,0.0151093273284457,0.0117976363100593,2.40040254476795,3.59512362851596,0.53475935828877,187,185.702869201638,0.0053475935828877,0.0044238365198027,0.399890162529496,0.947129912239026,111.263481752562,0.0250215884917542,0.290718001642832,38,0.859649122807018,57
"28","Brca1 KO","20230120","20230120_BC55_switch",83.6,68.694977449732,0.0119726632920909,0.0080536160922096,0.349108619820997,0.953792040610834,57.5636267348554,0.0430016272958876,0.772766914317981,1,100,0,3.44827586206896,0,0,1504.5,0,0.116303008868682,0.0128173246622798,0.0072920696455042,0.0059336791614956,0.0129404872612031,0.022742557160159,0.0025250097271148,0.0052656366968965,0.0065879160227051,0.0067589643371306,0.0061806628377228,0,0.0012605914940749,0.0066143464588999,2.25743003551458,2.82597956793876,0,1935.97701149425,442.271721155216,0.500328145857007,0.0168447405832135,1935.97701149425,442.271721155216,97.7145439287057,0,2.28545607129432,669.558100593201,47.5217007429451,382.034258740893,284.373272794024,2.27764521183184,97.7145439287057,0.00781085946248418,0.116557187212445,0.0131113932262237,0.0056817156768349,0.0154429355607904,0.0128939900209751,0.0213912777630854,0.0454886673761983,0.0116466922696471,0,0.0023219504833398,0.0124238214969332,0.0125872946794799,0.0148720860401844,0.0122524407384041,2.25743003551458,2.82597956793876,0,87,94.4244625872117,0.0114942528735632,0.0077501850928565,0.348676475286007,0.952055305592505,60.0244613895612,0.0390167561587652,0.784004748927444,37,0.802469135802469,81
"29","Rif1 KO","20230120","20230120_BC72_switch",38.2,24.2163231734088,0.0262966902544887,0.0327297631250421,0.509327832012781,0.863872601542735,14.8933929717934,0.177860661678071,0.936847247602406,1,100,0,2.4390243902439,0,0,1971,0,0.136804400187067,0.0058748916529828,0.0075374232081968,0.0056461188173841,0.0132854109800337,0.0103950464392259,3.89990752481078e-05,0.0044843143028488,0.0067063464540222,0.0066201609906086,0.0074837402638029,0,0,0.0065388854602345,3.02402047257327,8.5968630822212,0,2066.51219512195,315.182186722043,0.50293111859655,0.0115197720401003,2066.51219512195,315.182186722043,95.2661610345728,0,4.73383896542723,424.725577069171,53.9929908416934,329.154711953636,173.836103859358,0,95.2661610345728,4.73383896542723,0.136431451281372,0.006114808762043,9.21081718370053e-05,0.0160538857118921,0.0121592349934386,0.0226019446253271,0.0218231664346241,0.009843688950877,0,0,0.0127062659641517,0.0122636351397917,0.0189448529755012,0.0119343464252683,3.02402047257327,8.5968630822212,0,41,31.592356359778,0.024390243902439,0.0329004894997766,0.533852255768787,0.851289437778537,14.773682196862,0.18051105727905,0.936391341720716,45,0.75,64
"30","Lig4 KO","20230120","20230120_BC75_switch",150,22.3643305699036,0.0066847579939563,0.0317443679907354,0.742931168686688,0.613670185140327,6.37454719842867,0.337723919915701,0.665015806111697,1,100,0,1.91387559808612,3.12929378305667,0,1506,411,0.111591688624318,0.0189214966751398,0.0066960581043761,0.0066322191866753,0.0096445963754248,0.0154409280691114,0.0055424704722082,0.0065168113270336,0.0064767655402381,0.0068892354065033,0.0054523736300268,0,0.0014239876755137,0.0068841067784072,2.4826342193656,4.1372846330213,0.47846889952153,1537.25358851675,416.506739348272,0.487145271370192,0.0134721802486008,1537.25358851675,416.506739348272,95.6289839904379,0,4.37101600956202,213.232481891052,114.64369356205,253.682085495746,367.306648720141,1.84343964145769,95.6289839904379,2.52757636810433,0.111251570650151,0.0186542536540051,0.0127939350411186,0.0142048998024742,0.0143829052721659,0.0160640724151165,0.031682659553894,0.0143507603944433,0,0.0026113158474197,0.012297562099492,0.0127319781950026,0.013928674978183,0.0125221198655303,2.4826342193656,4.1372846330213,0.47846889952153,209,34.8189195411314,0.0047846889952153,0.0270238165120129,0.745785790054037,0.599353285310698,6.38225980768584,0.342149595687331,0.652670148247978,32,0.894736842105263,38
"31","WT","20230120","20230120_BC76_switch",224.8,109.938789325142,0.0044532363680823,0.0096975816777345,0.480396307468148,0.88535552723887,39.5059290612877,0.134035827186512,0.29041095890411,1,100,0,1.41843971631205,0.66205637240408,0,1709,349,0.117177320362171,0.0126920792641175,0.0070002953323249,0.0062756457544398,0.0113864719595432,0.0131430520876869,0.0038949057147613,0.0057829887496178,0.0066726906612976,0.0066596063984153,0.0060590036831586,0,0.0014810417141668,0.0066741489981652,2.29118373755403,4.35880715449369,1.77304964539007,1772.30496453901,483.487646336233,0.494149614720916,0.0166363813143226,1772.30496453901,483.487646336233,93.9720967638832,0,6.02790323611681,370.080593107422,400.467683446965,345.915824059327,379.464199213299,3.00092052763172,93.9720967638832,3.02698270848509,0.11326110006386,0.0127917253217419,0.0090370889789563,0.0148488346917708,0.0136084813744655,0.0191182184971999,0.0271066167781023,0.0126773442549953,0,0.0027483509121956,0.0126218935855987,0.0123603193675756,0.0148704530090506,0.0122444598524969,2.29118373755403,4.35880715449369,1.77304964539007,282,193.897956880335,0.0035460992907801,0.0085661185670827,0.481491510310258,0.883456888428254,41.3814345704597,0.132550158950715,0.229562727636371,40,0.859154929577465,71
"32","Trp53bp1 KO","20230120","20230120_BC78_switch",79.9,54.1270166931956,0.0125523945535392,0.0146766187387364,0.438897021955799,0.91239527332987,33.7276381884117,0.122878957641399,0.792179753949305,1,100,0,4.34782608695652,1.03085703251908,0,1382,407,0.12323799304972,0.0166753577340781,0.0069813161015411,0.00629788987462,0.0106231789697355,0.008065379268998,0.0040119048153199,0.0058937598332024,0.0064528625167242,0.0069172503315427,0.0059670893205202,1.50432464103205e-06,0.0019829918172077,0.0068301323045224,2.85073835244203,4.99032565986979,0,1607.30434782609,550.095362071342,0.48591357415647,0.0171855233911628,1607.30434782609,550.095362071342,95.8266830934548,0,4.17331690654524,358.885743232247,90.7908820825425,279.513256109807,406.147182779396,2.08524043593244,95.8266830934548,2.08807647061279,0.11989322705338,0.0164990353924449,0.0092192916951128,0.0148093297648686,0.0136559917050573,0.0177851545675453,0.016474764213119,0.0129310940475118,0,0.0021275533659847,0.0122011005272561,0.012842515704818,0.0147852406812304,0.0124909937355295,2.85073835244203,4.99032565986979,0,92,78.4605622663987,0.0108695652173913,0.0136497160235015,0.487843610834408,0.896691678898017,35.9399278227626,0.117040094339623,0.795485175202156,26,0.925,40
"33","Trp53bp1 KO","20230120","20230120_BC82_switch",125.7,70.4901215764836,0.007994132509427,0.0105598555032615,0.496410127037112,0.901020177689984,45.8146306873081,0.0971548998946259,0.562697576396206,0.986928104575163,98.6928104575163,1.30718954248366,4.57516339869281,0.59875304944197,0,1522,229,0.135433644094265,0.0134915389616653,0.0072515983081866,0.0059811125533648,0.011861539423839,0.0090017396597814,0.0018745498540445,0.0053891061705067,0.0066007985433664,0.0067438657095267,0.0063564627768348,0,0.0011202150559602,0.0066188081815883,2.94683874079078,5.8433872384718,0.65359477124183,1672.09803921569,477.2005890116,0.490361956802553,0.0148986440588623,1686.43046357616,461.808559715969,90.3539544740002,0,9.64604552599977,499.86709047637,204.49052448838,316.933464332256,410.819340322012,6.02611501057124,90.3539544740002,3.61993051542852,0.117554004322193,0.0138883533374665,0.0043761507894279,0.0153671359513532,0.0129851499036903,0.0196294801917372,0.0186796704088751,0.0119319458671976,0,0.0012819725321797,0.0123441594199759,0.0126785812655211,0.0145765732006485,0.0123439346037197,2.94457957049129,5.88234315339495,0.66225165562913,153,115.451167015485,0.0065359477124183,0.0096929042001046,0.542661410651274,0.885086246646541,48.0383278119343,0.0971525523753319,0.464394610012786,40,0.867924528301887,53
"34","WT","20230120","20230120_BC91_switch",189.8,111.20906514449,0.0052823844986335,0.0098751540505622,0.477247463151036,0.893004516566212,42.2828624109366,0.122655426765016,0.355848261327713,0.995535714285714,99.5535714285714,0.44642857142857,1.33928571428571,0.41298117449006,0.41298117449006,1778,265,0.125736490467952,0.0133203640807364,0.0071039829848515,0.0061541213033031,0.0120152328308464,0.0163785177329806,0.0015347417475888,0.0056352102310458,0.0067051416437339,0.0066215730575756,0.0063950800249491,0.0041665833531208,0.0004572462064375,0.0065095699463751,2.47101362342691,4.53682590163333,0.89285714285714,1846.77232142857,451.502271136081,0.494878945367392,0.0158558197669355,1850.57399103139,448.922089823619,92.8618054609746,0,7.13819453902536,271.236789733189,148.257840001985,292.492330989439,344.560131639862,3.74880607562011,92.8618054609746,3.38938846340525,0.124600147568211,0.0123405969418749,0.0035743163997744,0.0150622494434389,0.0133518195806093,0.0199702674411999,0.0339062499915481,0.0124148086190967,0,0.0008550991816623,0.0126538196277372,0.0123237345896744,0.0152453924561742,0.0119130907333759,2.47101362342691,4.53682590163333,0.89686098654708,224,168.195693950145,0.0044642857142857,0.0091543237224297,0.457254076475278,0.895053032784911,43.1927155882487,0.126229335579657,0.230430662314415,47,0.861538461538462,65
"35","Trp53bp1 KO","20230120","20230120_BC92_switch",93.1,57.1347197549617,0.0107774792611507,0.0154331017572471,0.485698809067168,0.891476556240382,30.4815151284347,0.141637099678542,0.754348459181995,1,100,0,1.7391304347826,0.73503363621814,0,1716,104,0.154801599128711,0.010826259562208,0.0074220193102668,0.0057813749931509,0.0127797584146689,0.0092426496841416,0.0049047539222312,0.0050668945343348,0.0067187035977436,0.006605678117559,0.006869379655371,0,0.0028910693690975,0.0063141566791046,3.16881308043186,7.77195618898518,0,1754.35652173913,447.942216601638,0.492416297676872,0.0131962066891672,1754.35652173913,447.942216601638,85.1547844738179,0,14.8452155261821,378.574719728161,114.50813880703,320.325528389187,502.807508396458,10.4012249789179,85.1547844738179,4.44399054726414,0.125802111167549,0.0115080655891042,0.011548929667766,0.0158189686457555,0.0124417563989686,0.0217776961902761,0.0193449888438744,0.0110211654559835,0,0.0048250075824865,0.012453056961288,0.0125537930958631,0.0147146807497298,0.0119607481497512,3.16881308043186,7.77195618898518,0,115,83.7174234833032,0.008695652173913,0.0139410196168915,0.548257649238981,0.869971310055135,32.4130371425465,0.138377611212135,0.706036279771145,12,1,12
"36","Trp53bp1 KO","20230213","20230213_53BP1_1",14.6,7.29098277415567,0.0699473157561392,0.113187258014946,0.647591432644155,0.68729408435985,3.93422666254334,0.46062945014373,0.971190586200636,1,100,0,0,0,0,1800,0,0.117860077972725,0.0209015886061739,0.00725170470937,0.0059809878485894,0.0117769978762597,0,0,0.0050479608787899,0.0064799523548241,0.006885500382284,0.0048031434513829,0,0,0.006443257029263,3.17835257955814,6.03410107272082,6.66666666666666,1565,542.440411473924,0.48191383767655,0.0190005052830028,1565,542.440411473924,100,0,0,0,0,221.654236385211,439.022212676731,0,100,0,0.117860077972725,0.0209015886061739,0,0.0153572208052436,0.0129970742864564,0.0194670010557352,0,0.011165702848951,0,0,0.0122773254587889,0.0127551678219028,0.012159006499305,0.0117598116623856,3.17835257955814,6.03410107272082,6.66666666666666,15,8.44974298120784,0.0666666666666666,0.116560633022029,0.668769854310439,0.668939792918246,3.89292883769795,0.462372658560631,0.970423923759448,9,0.947368421052632,19
"37","Trp53bp1 KO","20230213","20230213_53BP1_2",44.9,13.3188287223238,0.0225318732225599,0.0477356824076669,0.783412256244285,0.657244878088625,8.06490810858799,0.261538461538461,0.918018967334036,1,100,0,0,0,0,1291.5,0,0.107571624820606,0.0133992096389617,0.0071313810657339,0.0061220100860048,0.0111483142200752,0.0046294125920022,0.0018517650368008,0.0056604421307738,0.0064038765780325,0.0069746630433543,0.0047013072666322,0,0.0067898051349366,0.0065288412607977,2.70155535911519,6.02166194253057,0,1577.98734177215,508.220536542769,0.492746884188964,0.0177246683352329,1577.98734177215,508.220536542769,87.7736627443627,0,12.2263372556374,419.457304492027,140.183136491321,227.318722128336,446.187159154978,2.22211804416108,87.7736627443627,10.0042192114763,0.0984770266028597,0.0133769250031364,0.0046296296296296,0.0152361254090924,0.0131427088377748,0.019147921431504,0.0102880658436213,0.0119785884563076,0,0.0124994006808265,0.0121668776726826,0.0128817324523336,0.0120524872433834,0.0118400110359758,2.70155535911519,6.02166194253057,0,79,17.3296112004252,0.0126582278481012,0.0381789907696763,0.864519005416348,0.573807225518957,7.91428612409481,0.266539742979533,0.920752022846264,12,0.84,25
"38","Brca1 KO","20230213","20230213_BRCA1_1",124.9,103.911199180992,0.008027028590785,0.0056247167392826,0.363452460435009,0.954589244392991,83.6546440534045,0.0357354843872963,0.535156260420696,1,100,0,1.5625,0,0,1687,0,0.116142361941883,0.0112922972554282,0.0072593371865043,0.0059720423997153,0.0126170576376925,0.0269757966422696,0.0042180777972806,0.0054253771075141,0.0067055974746764,0.0066210388126222,0.0054176623727006,0,0.0001337150048073,0.0063832906626347,2.54168064483796,3.9798611328104,0.78125,1875.3828125,411.40741898037,0.496591317145399,0.0147580378245483,1875.3828125,411.40741898037,99.2098079422839,0,0.79019205771615,82.0128428438839,5.23647485103606,330.563445420436,304.079275202503,0.78629782844681,99.2098079422839,0.00389422926933285,0.116196664522322,0.011080152644877,0.0094910446469199,0.0153734302076122,0.0129775801593788,0.0208562273607807,0.0539536943650972,0.0120003678254361,0,0.0002236431822386,0.0127165208116817,0.0122518838767423,0.0137670766822417,0.0116258625171682,2.54168064483796,3.9798611328104,0.78125,128,143.292223044596,0.0078124999999999,0.0046907585572837,0.31239386755197,0.965933669820185,94.278178066112,0.0311506139556435,0.422713199519788,72,0.760869565217391,92
"39","Rif1 KO","20230213","20230213_Rif1_1",37,27.0629027494049,0.0271516258126164,0.0202709456888767,0.393086237287669,0.928715769183222,23.6336689148974,0.0886823285151426,0.961620034086535,1,100,0,2.32558139534883,0,0,2010,0,0.154312688186179,0.0079435569622105,0.0075167129093603,0.0056703917914331,0.0127317118800863,0.0045379116670921,0.0046293932431282,0.0047982280121067,0.0068344999742726,0.0064699619473265,0.0064703976113921,0,0,0.006056326427212,3.17843003713702,11.4914663367426,0,2021.46511627907,339.003351073319,0.498839347188339,0.0093914118220535,2021.46511627907,339.003351073319,89.5787592545315,0,10.4212407454685,311.564815139147,157.691634303901,245.698550774813,252.222166894337,0,89.5787592545315,10.4212407454685,0.150954912262391,0.0083000403148159,0.0116279069767441,0.0161389954302768,0.012056878371769,0.022430728359454,0.0101316689466483,0.010116433390744,0,0,0.0129490736872103,0.0119853962468448,0.0163796079393282,0.0110536112134717,3.17843003713702,11.4914663367426,0,43,40.96107637342,0.0232558139534883,0.0199111080017244,0.444378462661314,0.911683312248135,25.0583814735614,0.0860912981455064,0.953566333808844,47,0.821428571428571,56
"40","Lig4 KO","20230213","20230213_Lig4_1",139.9,19.5759011501599,0.007171936311903,0.0340665538762545,0.757173551817263,0.594402421607235,5.92187493015135,0.334562697576396,0.675974710221286,1,100,0,2.41545893719806,6.05986443289434,0,1485,409.5,0.105519145175372,0.0199906193111578,0.0067707123475684,0.0065447225975645,0.0098055302942232,0.0159701571515225,0.0047836860862539,0.0063971192049992,0.0064769846884408,0.0068889785594786,0.0056613097131421,0.0011519236609554,0.0018470820241006,0.0069253590378955,2.64879654028834,4.40449141277721,1.93236714975845,1569.51690821256,431.742003894308,0.487720948332697,0.014588441271582,1569.51690821256,431.742003894308,94.9185096627306,0,5.08149033726938,341.281031499915,364.453449614255,257.441710119889,400.192244729104,2.31659731718468,94.9185096627306,2.76489302008469,0.107082520366967,0.0191598745341552,0.0110693493619486,0.0143518165332729,0.0142062168690468,0.0164801806790861,0.0328485413294631,0.0142143541283884,0,0.0034035952393845,0.0122876001682405,0.0127433937986256,0.0142136534235324,0.0125968040131516,2.64879654028834,4.40449141277721,1.93236714975845,207,31.4447129667124,0.0048309178743961,0.0280347933844017,0.762636548768431,0.578585314363883,5.99748547973877,0.332849112612897,0.659929682730163,5,1,5
"41","WT","20230213","20230213_WT_1",286,130.765658272448,0.0035018824899412,0.0093905005000029,0.507416899239768,0.862526960605506,35.3248944480308,0.124552160168598,0.279030558482613,1,100,0,0.90702947845804,0.61020126051196,0.7232014939401,1617,357,0.113364702069055,0.0167304842565299,0.0069812257071648,0.006297995819028,0.0112481583164546,0.0168693181194662,0.0041836910634941,0.0059076366564405,0.0066409776785299,0.0066967747856904,0.0058034220097406,0.0030917474616596,0.0013419015134867,0.0065956083071272,2.22076735317537,3.38388633416274,1.36054421768707,1744.81632653061,411.636912974853,0.493208274276642,0.0144411830197617,1744.81632653061,411.636912974853,90.9118058181604,0,9.08819418183954,346.319725037711,323.300448415919,295.165325471652,369.438885354921,4.34626700421499,90.9118058181604,4.74192717762454,0.11313321826245,0.0159073345945767,0.0098818972649326,0.0148160176684953,0.0136479485434268,0.0188962200653894,0.0354181385779699,0.0130160075773018,0,0.002523938457788,0.012576208409718,0.012412671049808,0.0140265804863396,0.0120208222146703,2.22076735317537,3.38388633416274,1.36054421768707,441,239.783228296246,0.0022675736961451,0.0074709138209444,0.537401835993207,0.853328971265699,37.2773000644061,0.125113174573095,0.234645105594509,50,0.927536231884058,69
"42","Trp53bp1 KO","20230213","20230213_53BP1_3",173.5,114.406959035399,0.0057766778823852,0.009714075031483,0.4817256375095,0.899473993281469,45.5376206688503,0.119810326659642,0.387355110642782,0.995169082125604,99.5169082125604,0.48309178743961,1.93236714975845,0.84741887296981,0,1398.5,401,0.127550476448037,0.0184854219089674,0.0070654355873565,0.0061992997908972,0.0113912973156832,0.0171688082537585,0.0028019114121357,0.0057646279382647,0.0065314597451111,0.0068251324678642,0.0061097561576088,0.0020253120359973,0.0035125954814198,0.0067660352227137,2.93468875519643,4.48226030941018,0,1601.10144927536,510.94938095792,0.488797697547029,0.0159942871368311,1604.24757281553,510.183977732431,88.0301278330475,0,11.9698721669525,329.772121395021,174.067235639332,319.128090003144,427.783491286778,8.54756821593204,88.0301278330475,3.42230395102049,0.110673896746575,0.0181467868402976,0.0065276983560554,0.0149879869945358,0.0134411308077042,0.0191707581209787,0.03555439600682,0.0127217164824923,0,0.0057492527547283,0.0122054381523697,0.0128375451215334,0.0135368249521971,0.0125978592344708,2.93468875519643,4.48226030941018,0,207,153.417196951382,0.0048309178743961,0.0086313460707676,0.523776391935423,0.888824427672923,49.5590589700688,0.113198012296808,0.354459698475533,35,0.872340425531915,47
"43","WT","20230213","20230213_WT_2",306.7,129.858566009229,0.0032637944707349,0.0088714982954807,0.498932502688198,0.865218326663453,36.9566341791571,0.115489989462592,0.265753424657534,1,100,0,0.74766355140186,0.51982390959825,0.17327463653275,1670,346,0.114474648674729,0.0148405903631358,0.0069833650197816,0.0062954884925988,0.0112960314190368,0.0165250314572058,0.0044792022646109,0.0059072980543781,0.0065855774881961,0.006761705156464,0.0056755636596593,0.0008724199123927,0.000782416882238,0.00665962470128,2.30302222532733,4.83601763179264,0.93457943925233,1726.31214953271,483.616765073199,0.492084218016283,0.0170523922207423,1726.31214953271,483.616765073199,92.999962661063,0,7.00003733893699,273.854321450698,227.401701988497,315.219874770347,374.908513618934,3.14342294369545,92.999962661063,3.85661439524153,0.112129430905991,0.0140887924654903,0.0104824736844671,0.0148250669719144,0.0136370654604603,0.0189055475414922,0.0343758051648807,0.0130071778033759,0,0.0014520559365777,0.0124633919522339,0.0125419499946503,0.0139243188560199,0.0121805616577999,2.30302222532733,4.83601763179264,0.93457943925233,535,250.875780616906,0.0018691588785046,0.0069909489450841,0.597595075394445,0.832609765093506,35.7557407437699,0.120978608724945,0.251452753916119,29,0.916666666666667,48
"44","Rif1 KO","20230213","20230213_Rif1_2",29.2,24.6593602417683,0.0349562016820081,0.0252480893936484,0.404242424919406,0.918776878964301,18.6510005372231,0.0995116421809039,0.973207491975856,1,100,0,0,0,0,1807,0,0.14371967483232,0.009521394529199,0.0073817014268099,0.0058286285333622,0.013257291432576,0.0137711594885456,0.0051205263214827,0.0048857455612593,0.0069034984919346,0.0063890940061223,0.0071129416368473,0,0,0.0063339536507631,3.13076300816257,7.9819584836576,0,1984.46666666667,344.054717870412,0.499115997285887,0.008744015023863,1984.46666666667,344.054717870412,90.9068782553668,0,9.09312174463322,438.603043735734,23.9187384140884,251.090113355692,236.744096691303,0,90.9068782553668,9.09312174463322,0.141150308383547,0.0104735128875052,0.0126736111111108,0.015782939394407,0.0124850867320881,0.0228879530834659,0.0302972882862857,0.0105239032980926,0,0,0.0130798026202526,0.0118355909888091,0.0180061879198512,0.0115603182789333,3.13076300816257,7.9819584836576,0,30,30.8198521943051,0.0333333333333333,0.0249439215450636,0.405682269729,0.920388024572401,19.463920507804,0.0989430183581022,0.968767384566479,20,0.9,40
"45","Brca1 KO","20230213","20230213_BRCA1_2",127.5,101.543178514581,0.0078521806690847,0.0059382132382231,0.375251855316898,0.951155368824329,81.2134848544918,0.0350970152903566,0.492414956005211,1,100,0,2.20588235294117,0,0,1787,0,0.135359900424602,0.0150528917735711,0.0072492549275563,0.0059838590524701,0.0122970595911489,0.0228921794741067,0.0018373855575961,0.005309701240726,0.0067099342434992,0.0066159560140627,0.0068758197944116,0,0.0007230516107765,0.0066927799735071,2.62640316605352,2.68005775120933,1.47058823529411,1923.89705882353,406.67712441292,0.49761820422782,0.0138435416799918,1923.89705882353,406.67712441292,97.1356421803767,0,2.86435781962326,285.424405943234,33.1287774138923,303.253989665793,299.293524394467,0.71807487919494,97.1356421803767,2.14628294042832,0.137384235235129,0.0144516561232062,0.0042247935273368,0.0153806485118783,0.0129688991150411,0.0206750507891409,0.0467885741328976,0.0117040469768155,0,0.001309237049408,0.0127035534648896,0.0122667434543968,0.0171793308877554,0.0122409860447281,2.62640316605352,2.68005775120933,1.47058823529411,136,147.106888501424,0.0073529411764705,0.005064466520023,0.339323218222078,0.960204920868519,92.4596217075945,0.0267883488597563,0.377439615562956,39,0.842105263157895,57
"46","Lig4 KO","20230213","20230213_Lig4_2",180.4,26.1883053380257,0.0055527372215654,0.0279986787895667,0.710365807891916,0.636101859836109,6.82741215060139,0.328240252897787,0.599157007376185,1,100,0,1.83823529411764,8.94786895303391,0,1410,410,0.105500032405976,0.0171718479382723,0.0067283775566799,0.0065943400023505,0.0097058480440996,0.0070510065295622,0.0063876089794776,0.0063919177557727,0.0064724783846447,0.0068942600571511,0.0058275110470146,0.0018072999235591,0.0031518890792491,0.0070517983798271,2.56004434169006,4.75353978642357,1.47058823529411,1551.93382352941,470.785766849141,0.488529483690984,0.0158456691195522,1551.93382352941,470.785766849141,91.8334273658522,0,8.16657263414777,305.619840552345,197.507671682488,284.319115457186,379.286718080983,5.42516206421721,91.8334273658522,2.74141056993056,0.105991736217314,0.0169770471581732,0.0147772246009783,0.0142521286675197,0.0143261058001068,0.0163336735200896,0.0144995039942092,0.0141561339451025,0,0.0059988475438898,0.0122961468598861,0.0127335999502592,0.0144796650526275,0.0128383180049002,2.56004434169006,4.75353978642357,1.47058823529411,272,49.6814127459154,0.0036764705882352,0.0223734633032713,0.717076037317288,0.63260637337426,7.17713077739961,0.327219894295761,0.579393990440294,20,0.947368421052632,38
"47","WT","20230213","20230213_WT_3",299.7,140.780830194096,0.003341055937953,0.0092365250139627,0.505843510922996,0.862732269131285,35.1642470613765,0.135827186512118,0.27913593256059,1,100,0,0.64102564102564,0.57239803023038,0.18899934960437,1695,313,0.117152063570845,0.0156915750670241,0.0069902272809354,0.0062874457555905,0.0110236555547609,0.0131886935950278,0.002720905448029,0.0058388008230183,0.0067074320361599,0.0066188886619346,0.005723691517299,0,0.0002116433123149,0.0063349151513922,2.35924483133379,4.21082017738453,0.85470085470085,1730.34615384615,454.335976258555,0.493296713698983,0.015400151573368,1730.34615384615,454.335976258555,89.1303316244731,0,10.8696683755269,343.828147515786,333.422182291383,319.121671045564,388.148230888204,4.57463810097902,89.1303316244731,6.29503027454791,0.114422532215311,0.0154253864008609,0.0065333111744259,0.0148477104463692,0.0136098334405213,0.0187815808846349,0.0281494004718632,0.0128519835793644,0,0.0003992208722981,0.0126911284527122,0.0122809815584799,0.0137664287392839,0.0116270002102329,2.35924483133379,4.21082017738453,0.85470085470085,468,242.694086393904,0.0021367521367521,0.0074021482806137,0.558989348359427,0.846316832574083,36.0691516137654,0.135668870268222,0.248452566423849,31,0.957446808510638,47
"48","Rif1 KO","20230213","20230213_Rif1_3",35.4,25.4288082183637,0.0284524543270673,0.0227850329573215,0.435834179033793,0.910975463162127,21.459862968763,0.0987447149731768,0.951263553416316,1,100,0,0,0,0,1185,0,0.119820563719479,0.0182255774494226,0.0071400224717709,0.0061118821479128,0.0123165368398984,0.0398166245835021,0,0.0053758434188487,0.0064959954519115,0.0068666974822224,0.005243443183583,0,0,0.0069988546091536,2.74804397420747,11.4688867249027,0,1684.05263157895,563.193055960874,0.487668117250668,0.0195398422565357,1684.05263157895,563.193055960874,97.4316196162796,0,2.56838038372041,405.510007573299,14.4941426585131,267.24107556862,447.090441257048,0.00439039381832551,97.4316196162796,2.56398998990209,0.121288267572415,0.0187030481029004,0,0.015146636146851,0.0132503324879595,0.0208945765687475,0.0817287665604855,0.0120893487603888,0,0,0.0123077482216467,0.0127203056859241,0.0132729660690785,0.0127737980641119,2.74804397420747,11.4688867249027,0,38,34.8708205595641,0.0263157894736842,0.0239634863013533,0.474789566463725,0.894813415963291,21.0247503365579,0.112090450428545,0.943346909002492,27,0.847826086956522,46
