"","Genotype","celltype","Sample","clusters","clusters_eff","cluster_size_mean","cluster_size_std","cluster_gini","cluster_entropy","cluster_inverse_simpson","occupancy_top_cluster","occupancy_big_clusters","alpha_ratio_clusters","pct_clusters_Sa","pct_clusters_Sg1","pct_templated_inserts","pct_inversions","pct_duplications","duplication_size","inversion_size","homology_score_fw","homology_score_rv","donor_score_S","donor_score_W","donor_score_WGCW","donor_score_GAGCT","donor_score_GGGST","donor_complexity","acceptor_score_S","acceptor_score_W","acceptor_score_WGCW","acceptor_score_GAGCT","acceptor_score_GGGST","acceptor_complexity","homology","untemplated_inserts","pct_blunt","read_length_mean","read_length_std","GC_content_mean","GC_content_std","read_length_SA_mean","read_length_SG_mean","read_length_SA_std","read_length_SG_std","pct_direct_switch","pct_sequential_switch","pct_intraswitch_deletion","intraswitch_size_mean","intraswitch_size_std","break_dispersion_SM","break_dispersion_SA","break_dispersion_SG","break_dispersion_SG1","pct_breaks_SM_SM","pct_breaks_SM_SG","pct_breaks_SG_SG","pct_breaks_SM_SA","pct_breaks_SG_SA","pct_breaks_SA_SA","homology_score_fw_SM_SA","homology_score_rv_SM_SA","homology_score_fw_SM_SG","homology_score_rv_SM_SG","donor_score_GAGCT_SM_SG","donor_score_GGGST_SM_SA","donor_score_GGGST_SM_SG","donor_score_S_SM_SA","donor_score_S_SM_SG","donor_score_W_SM_SA","donor_score_W_SM_SG","donor_score_WGCW_SM_SA","donor_score_WGCW_SM_SG","donor_score_GAGCT_SM_SA","donor_complexity_SM_SG","donor_complexity_SM_SA","acceptor_score_GAGCT_SM_SA","acceptor_score_GAGCT_SM_SG","acceptor_score_GGGST_SM_SA","acceptor_score_GGGST_SM_SG","acceptor_score_S_SM_SA","acceptor_score_WGCW_SM_SG","acceptor_score_S_SM_SG","acceptor_score_W_SM_SA","acceptor_score_W_SM_SG","acceptor_score_WGCW_SM_SA","acceptor_complexity_SM_SA","acceptor_complexity_SM_SG","homology_SA","homology_SG","untemplated_inserts_SA","untemplated_inserts_SG","pct_blunt_SA","pct_blunt_SG","clusters_raw","clusters_eff_raw","cluster_size_mean_raw","cluster_size_std_raw","cluster_gini_raw","cluster_entropy_raw","cluster_inverse_simpson_raw","occupancy_top_cluster_raw","occupancy_big_clusters_raw"
"11","Trp53bp1","spleen","SRR2104741",801.9,659.305246552444,0.001247147723231,0.0004849773565999,0.133395793453207,0.991159502193744,696.608995559189,0.0053740779768176,0,0.0116156282998944,1.16156282998944,75.0791974656811,0,22.8768171384851,0.07651109410864,26,50,0.124178314966658,0.0458037153566485,0.0019423823471316,0.0019816140291099,0.0022513970831629,0.0001873676715819,4.4135495972636e-05,0.002138578087369,0.002071400191275,0.0018355750196745,0.0016623829273516,0.0031665136497348,0.0014344036191106,0.0020822804928299,2.73225806451613,1.14408602150538,6.75818373812038,141.273495248152,42.2245238791666,0.55602864443858,0.0381742871189926,123.727272727273,142.527426160338,48.079651543683,41.2710367479103,91.1618669314796,0,8.83813306852035,212.76404494382,723.3807492394,218.820299277174,1109.03603976607,2679.20799798314,2679.20799798314,1.19165839126117,70.3078450844091,7.14995034756703,0.79443892750744,0,0,0.039276783190627,0.0301436791192493,0.0539954009689306,0.0493622900477189,0,0,0,0.0123018042646254,0.0123018042646254,0.012724396450925,0.012724396450925,0.0083595013797697,0.0083595013797697,0,0.0159904910341787,0.0159904910341787,0,0.0059966914805624,0.0208333333333333,0.0028693528693528,0.0081691682301438,0.0041578854935019,0.0044593349358974,0.0085206995003568,0.0038321886446886,0.0096685082872928,0.0089027375918094,0.0041648635877539,3.1,2.76575931232092,0.2,1.4297994269341,0,6.46976090014064,947,943.385994759052,0.0010559662090813,0.0004419107574038,0.152042691727288,0.98997781885133,805.992762364294,0.0051903114186851,0
"12","Trp53bp1","spleen","SRR2104742",813.3,658.960356545409,0.0012296596331475,0.000447698666393,0.123854831303727,0.9921029973228,718.108062152476,0.0042149631190726,0,0.0068493150684931,0.68493150684931,76.1252446183953,0,23.6111111111111,0,0,49,0.132127301020001,0.0444954663405112,0.001944953635625,0.0019787035136922,0.0022615864527629,0.0002229845626072,6.06060606060607e-05,0.002135879911369,0.0020871690537101,0.0018177257906377,0.0017335115864527,0.0028987993138936,0.0011717171717171,0.0020748458544545,2.6545,1.1475,7.63209393346379,143.453033268102,42.9753632329818,0.557010341029518,0.0375837580694885,145.142857142857,143.816195372751,37.4334784133461,41.9337327008226,90.3636363636364,0.09090909090909,9.54545454545454,303.533333333333,953.3411228453,335.281754050227,757.921133393472,2350.80465923278,2350.80465923278,1.36363636363636,70.1818181818182,7.63636363636363,0.54545454545454,0.09090909090909,0.09090909090909,0.0573403849122208,0.0284353098669186,0.0551803816990214,0.0493488484660551,0,0,0,0.012303580394155,0.012303580394155,0.0127223855238884,0.0127223855238884,0.0082882377189366,0.0082882377189366,0,0.0159864296006512,0.0159864296006512,0,0.0053512209828157,0,0.0022251891410769,0.0082082551594746,0.0043888426577902,0.0044974810163551,0.0084760885082084,0.0037885931241655,0.0117403314917127,0.0082350322724237,0.00416844185393,3.25,2.69291338582677,0,1.37270341207349,0,7.06940874035989,1022,1018.99911065852,0.0009784735812133,0.0004043699083381,0.152019356214562,0.990198387190997,873.040358744395,0.0040064102564102,0
"13","Trp53bp1","spleen","SRR2104743",908.8,761.648119051164,0.0011003862365098,0.0002284795054244,0.040648471359171,0.997554920060242,871.113266523728,0.0032665964172813,0,0.0035471475022169,0.35471475022169,89.2107596807567,0.20691693762932,23.0028101164191,0.02007226013649,36,52,0.169050826670116,0.0468726930371506,0.0019420452557116,0.0019819955925859,0.0022598870056497,0.0006395906619763,9.85078951180644e-05,0.0021291188810258,0.0020818702029666,0.0018237237122342,0.001709614745507,0.0033947504366436,0.001274808054469,0.0020860623314846,2.83866811549208,0.90214219186588,5.82323381613952,173.997635234999,70.724777005625,0.557822670711905,0.0400559532605427,141.666666666667,172.907223326706,47.2093446493618,68.9519382525091,85.3455019556715,0.05215123859191,14.6023468057366,306.244642857143,1019.22075230815,335.199780033387,1232.03084376975,2335.53078902942,2335.53078902942,2.00782268578878,77.0013037809648,12.2294654498044,0.26075619295958,0,0,0.0455906442096929,0.0319520629156941,0.0555128785719482,0.050114127287648,0.0021890547263681,5.97014925373133e-05,5.97014925373133e-05,0.0122684599600865,0.0122684599600865,0.0127621487445501,0.0127621487445501,0.0083106590939109,0.0083106590939109,0.0021890547263681,0.0159186862175214,0.0159186862175214,0,0.0060519220979996,0,0.0026161253513679,0.0084427767354596,0.0046115785849819,0.004442166496201,0.0082084225553176,0.0038518097186273,0.0138121546961326,0.0077453817048742,0.0041555440037958,2.83333333333333,2.84993031358885,0.2,0.956445993031359,0,5.86481113320079,3383,3381.79078643633,0.0002955956251847,0.0001220538086078,0.133225911364297,0.992203312378772,2890.35947712418,0.0017543859649122,0
"14","Trp53bp1","spleen","SRR2104744",909.8,772.280330576172,0.0010991831709935,0.0002271069323444,0.0397059521453518,0.997586864703446,872.458690662491,0.0031612223393045,0,0.0067396798652064,0.67396798652064,92.5301881493962,0.2808199943836,22.0799082393424,0,0,53,0.171598332387013,0.0460657307533716,0.001938227231606,0.0019863173239098,0.0022272893455713,0.0006526931694039,0.0001199432995311,0.0021320187392415,0.0020734089814754,0.0018333012122568,0.0016446102484173,0.0032958690540115,0.0012539526769163,0.002091892991525,2.77563532087412,0.947157124493226,5.50407188991856,174.250772254985,69.7220079991369,0.556240494617931,0.0405845231503008,189.125,173.536570561457,93.2256726533344,68.9422034626431,84.6172718351325,0.04906771344455,15.333660451423,321.7856,1029.37971479558,304.754983912464,1993.71040985072,2459.88633017894,2459.88633017894,1.93817468105986,78.7536800785084,12.9293424926398,0.49067713444553,0,0.02453385672227,0.0365045773232497,0.0254312831233849,0.0542965139400577,0.0486103086109239,0.0023620559334845,0.0001700680272108,0.0001700680272108,0.012241588411887,0.012241588411887,0.0127925726082899,0.0127925726082899,0.0082350049164208,0.0082350049164208,0.0023620559334845,0.0159489613317264,0.0159489613317264,0.0105820105820105,0.0058180185934896,0.0119047619047619,0.0026632006830026,0.0081896423359837,0.0044702915311894,0.0044176478458656,0.0084973318378029,0.0038798310332963,0.012891344383057,0.0084364037179527,0.0041551870603737,2.52083333333333,2.77695605573419,1.16666666666667,0.991275455519828,0,5.58421851289833,3561,3574.53267430069,0.0002808199943836,0.0001114546021504,0.119806195959907,0.992939416178491,3076.51819505095,0.0017023346303501,0
"15","WT","CH12","SRR6293456",844,713.435789732346,0.0011848341232227,0.0003108455684651,0.068047976027591,0.995980038625263,789.648905803996,0.0043907793633369,0,1,100,0,0,0.33707865168539,0,0,74,0.0744179263764412,0.0337696518023103,0.0019293713521912,0.0019963415485898,0.0029455976302584,8.50864691242475e-05,0,0.0020930161454057,0.0020349580105674,0.0018768249724042,0.003176326900546,0.0004679755801833,7.51597143930853e-05,0.0016372698413435,1.97841726618705,0.398081534772182,15.1658767772512,191.359004739336,60.2811169332909,0.546753412854893,0.029940549479036,191.359004739336,0,60.2811169332909,0,95.152198421646,0,4.847801578354,336.255813953488,642.717706958732,211.267869844518,796.89036286727,0,0,1.46561443066516,0,0,95.152198421646,0,3.38218714768883,0.0382030737982749,0.0335790951210813,0,0,0.0011668611435239,0,0,0.0122646775090261,0.0122646775090261,0.0127664312211239,0.0127664312211239,0.0105688706229799,0.0105688706229799,0.0011668611435239,0.0157539067638652,0.0157539067638652,0.0027968471904398,0,0.0002860411899313,0,0.0086055644045262,0,0,0.0080226284919075,0,0.0141977571842168,0.0074417820550757,0,1.97841726618705,0,0.398081534772182,0,15.1658767772512,0,844,870.212499290985,0.0011848341232227,0.0003110298824858,0.068047976027591,0.995980038625263,789.648905803996,0.0043907793633369,0
"16","WT","CH12","SRR6293457",879,733.78132601131,0.0011377105908978,0.0003056803147878,0.068596202329213,0.995826239902863,819.772744743004,0.0032665964172813,0,1,100,0,0,0.27510316368638,0,0,65,0.096177973984467,0.0329017299314948,0.0019370859662125,0.0019876091550412,0.0029775185936443,0.0001561483409238,4.59770114942529e-05,0.00207708268861,0.0020276035259569,0.0018851497251123,0.0030197768762677,0.000416395575797,0.0002605363984674,0.0016558014945741,1.96651445966514,0.238584474885845,16.2061239731143,196.569081404033,61.8873700527531,0.546074928752298,0.0298282341150678,196.569081404033,0,61.8873700527531,0,92.0689655172414,0,7.93103448275862,378.886956521739,738.600930846461,320.689968835874,843.96655491762,0,0,2.55172413793103,0,0,92.0689655172414,0,5.37931034482758,0.0383751934505001,0.0332691870625546,0,0,0.0021865889212827,0,0,0.0123196372980184,0.0123196372980184,0.0127042059589598,0.0127042059589598,0.0107620165638948,0.0107620165638948,0.0021865889212827,0.0156734885964425,0.0156734885964425,0.0025163167413698,0,0.0010025949516395,0,0.0085669254536739,0,0,0.0080667281938439,0,0.0133644571129175,0.0075561434008615,0,1.96651445966514,0,0.238584474885845,0,16.2061239731143,0,1339,1363.08495254996,0.0007468259895444,0.000243663424687,0.0994706759221515,0.994169668310009,1210.26467449306,0.0026560424966799,0
"17","WT","CH12","SRR6293458",708,607.080060892122,0.001412429378531,0.0003541289794397,0.0596919558783911,0.996266971835155,666.125874125874,0.0039682539682539,0,1,100,0,0,0.13071895424836,0.39215686274509,25,60.5,0.0972171121818878,0.0325381279036615,0.0019227075449237,0.0020038845037436,0.0028342480224678,4.95871866709642e-05,0,0.0020921471435795,0.0020163679578895,0.0018978675878383,0.0028632346499703,0.0004710782733741,0.0003212147758796,0.0016813864507356,1.91155492154066,0.339514978601997,16.6666666666667,192.915254237288,63.8489004109893,0.541065280036186,0.0291149777416491,192.915254237288,0,63.8489004109893,0,92.904073587385,0.13140604467805,6.96452036793692,185.679245283019,590.67648373468,204.333970790931,898.232751461952,0,0,2.36530880420499,0.13140604467805,0,92.772667542707,0,4.59921156373193,0.0376532645987673,0.032950705460144,0.0824742268041237,0.0606060606060606,0,0,0,0.0122222222222222,0.0122222222222222,0.0128144989339019,0.0128144989339019,0.0102960024412572,0.0102960024412572,0,0.0157858332912606,0.0157858332912606,0.0028451632225217,0,0.0012353998203054,0,0.0085397038917517,0,0.0034375,0.0080977969144103,0.005,0.0130228887134964,0.0076039217638938,0.0042677012609117,1.91155492154066,0,0.339514978601997,0,16.6666666666667,0,708,730.72084456545,0.001412429378531,0.0003543793357661,0.0596919558783911,0.996266971835155,666.125874125874,0.0039682539682539,0
"18","WT","CH12","SRR6293459",885.8,743.130123966301,0.0011289678607819,0.0002905731082541,0.062386218901515,0.996202190642526,830.749227055509,0.0033719704952581,0,0.997624703087886,99.7624703087886,0.19794140934283,0.15835312747426,2.8980565973406,0.03409478349812,48,64,0.132267385748677,0.0331713622668816,0.0019764157885688,0.0019430905976562,0.0030579144197194,1.98819015050599e-05,0,0.0020689306977979,0.0020239958804046,0.0018892333228995,0.0029046743390014,0.0005036748381281,0.0003356359520743,0.0016459219794293,1.91613290632506,0.372898318654924,16.4687252573238,211.724465558195,66.3982091666172,0.546491103978387,0.0281453068593466,211.809920634921,188.2,66.422523049397,34.5797628678972,88.6898489638216,0.07024938531787,11.2399016508605,151.95625,462.010894715631,298.320563989899,869.163412836556,1362.41434208033,1362.41434208033,2.4236037934668,0.24587284861257,0,88.4088514225501,0.07024938531787,8.81629785739375,0.0409675075255882,0.0343637215392384,0.0545642763034067,0.0479835953520164,0,0,0,0.0125643052851212,0.0125643052851212,0.0124271938029863,0.0124271938029863,0.0111045912623412,0.0111045912623412,0,0.0157115869373066,0.0157115869373066,0.0030485359005214,0,0.0012936221419975,0,0.0085506961706662,0.0063600782778864,0.0043526785714285,0.0080852511228441,0.003954081632653,0.0128846959331431,0.0074956550944469,0.0040460024941111,1.91673354735152,2,0.370987158908507,1.4,16.468253968254,0,2526,2497.50362982729,0.0003958828186856,0.000176431749552,0.166377816508634,0.990040834928553,2107.5640482744,0.0015847860538827,0
"19","WT","CH12","SRR6293460",882.8,750.769342865081,0.0011327952175259,0.0003092025488633,0.0653734897824802,0.995841500183683,821.530816272425,0.0042149631190726,0,0.99874213836478,99.874213836478,0.12578616352201,0,3.29670329670329,0,0,65.5,0.114736412171923,0.0347061611518562,0.0019794247594491,0.0019396846569532,0.0031834893048128,4.28816466552316e-05,2.52525252525253e-05,0.0020737758636831,0.002013543366302,0.0019010648243153,0.0029690285204991,0.0005145797598627,0.0002777777777777,0.0016791053093833,1.87347463070006,0.362877328195247,17.9245283018868,203.475471698113,55.5307073721872,0.549483737127193,0.0275341654395517,203.567380352645,130.5,55.5045655320413,7.5,90.2272727272727,0,9.77272727272727,279.78488372093,639.824744539461,344.695480740836,881.952395323559,24.9999999999255,24.9999999999255,2.55681818181818,0.11363636363636,0,90.1136363636363,0,7.21590909090909,0.0418778342716173,0.0350729930770374,0.0586503623188405,0.0418311403508772,0.0004082465809348,0,0,0.0126040365668999,0.0126040365668999,0.0123822101982433,0.0123822101982433,0.0115185147050057,0.0115185147050057,0.0004082465809348,0.0156766238784799,0.0156766238784799,0.0031134461957579,0,0.0010702471297917,0,0.0084984522214884,0.0017123287671232,0.00484375,0.008144878585182,0.0033928571428571,0.0131525900410575,0.0076599663561752,0.0040737148399612,1.87588424437299,0,0.362057877813505,1,17.9471032745592,0,1590,1603.47595910664,0.00062893081761,0.0002373018992154,0.110990687386026,0.992893331732897,1391.96108291032,0.0027563395810363,0
"20","WT","CH12","SRR6293461",890.3,753.247838257843,0.0011232890913334,0.0002761394612559,0.0581309335671081,0.996514841286372,839.509118446458,0.0031612223393045,0,0.99794185747363,99.794185747363,0.20581425263699,0.10290712631849,3.10129406514948,0,0,64,0.123355737509455,0.034131553706786,0.0019800891760368,0.0019389325847033,0.0031109899635654,1.73777799017287e-05,0,0.0020703015657074,0.0020274192070163,0.0018853583610237,0.0030139214331829,0.0004301000525677,0.0003018906541816,0.0016498431939262,1.99377995642702,0.40562091503268,14.6642655003859,199.526112683303,54.9497211529634,0.548156759795429,0.0273009586749492,199.509925238464,207.375,54.9848918007611,32.9087279456378,89.2931153580474,0,10.7068846419526,255.812903225806,601.08350326558,334.468132712411,868.785884822968,348.153611930136,348.153611930136,3.49988487220815,0.18420446695832,0,89.1089108910891,0,7.20699976974441,0.0419486214613189,0.0346113320959598,0.0896903775863512,0.075665720833788,0,0,0,0.0125964400704695,0.0125964400704695,0.0123908109223467,0.0123908109223467,0.0113287511803069,0.0113287511803069,0,0.0156655428357596,0.0156655428357596,0.0025500039843812,0.0080645161290322,0.0011355486492947,0.0119047619047619,0.0085638032496104,0.004708904109589,0.00431640625,0.0080702916515865,0.0039955357142857,0.0132990280311125,0.0075160345848901,0.0042919495635305,1.99298096236137,2.375,0.405947078857742,0.25,14.6945088940448,0,3887,3759.9520894589,0.0002572678157962,0.0001333948613862,0.211617130309406,0.98723463366672,3063.57499186639,0.0015051740357478,0
"21","Atm","CH12","SRR6293462",658,569.714903357087,0.0015197568389057,0.0002895876899847,0.0377986821378713,0.99777656081058,634.945872801083,0.002919708029197,0,0.990881458966565,99.0881458966565,0.75987841945288,0,13.0817610062893,0,0,61.5,0.0804698908394359,0.0305511990380648,0.0018222535337427,0.0021175912889103,0.002397775318521,0.0002730524533762,0,0.0020906047977666,0.0019943457550781,0.0019227951527461,0.0024988649584291,0.0008191573601288,0.0010291043576137,0.0017551939183747,2.51788491446345,0.166407465007776,11.3981762917933,212.951367781155,71.9427377386123,0.531995073301532,0.0324320065796633,212.938650306748,208,72.1082556348,53.4677472875003,93.342981186686,0,6.65701881331403,327.086956521739,635.121481912232,275.85837896213,1176.74999227692,1602.49804992081,1602.49804992081,4.19681620839363,0.72358900144717,0,92.4746743849493,0,2.4602026049204,0.0340856100399172,0.0294668593509102,0.0289832732756047,0.0539863188989328,0.0044510385756676,0,0,0.0115781488373652,0.0115781488373652,0.0135437163483135,0.0135437163483135,0.0085672645151125,0.0085672645151125,0.0044510385756676,0.0157035421490978,0.0157035421490978,0.0050813008130081,0,0.0040650406504065,0,0.0084375333668908,0.0047945205479452,0.00425,0.0082144069567034,0.0040714285714285,0.0110749898935453,0.0079676787197429,0.0041319107662463,2.53218210361067,1.2,0.167974882260597,0,10.8895705521472,60,658,685.523723505838,0.0015197568389057,0.0002898079925575,0.0377986821378713,0.99777656081058,634.945872801083,0.002919708029197,0
"22","Atm","CH12","SRR6293463",636,553.53100703922,0.0015723270440251,0.0003041024256974,0.0389951336122255,0.997695036104744,613.066945606695,0.0030165912518853,0,0.993710691823899,99.3710691823899,0.62893081761006,0.31446540880503,11.2860892388451,0,0,63,0.0896885887419459,0.0304277150916294,0.0018088222889736,0.0021327945012612,0.0021627363963336,0.0005582226191805,3.28731097961867e-05,0.0021042030667317,0.0020010130715954,0.0019152482253715,0.0025760674092122,0.0008931561906888,0.0012163050624589,0.001741617066817,2.312,0.2688,12.7358490566038,220.924528301887,80.5413911456127,0.531223290896419,0.0341105194206787,221.049050632911,201.25,80.6912724821892,47.7408368171317,92.603550295858,0,7.39644970414201,239.6,679.47005820713,127.233875546836,1139.53424667183,2558.8083163848,2558.8083163848,2.36686390532544,0.59171597633136,0,91.8639053254438,0,5.02958579881656,0.0345676749249925,0.029830643529021,0.0382605177993527,0.022228693457581,0.0093457943925233,0,0,0.0114380379111885,0.0114380379111885,0.0137023494011916,0.0137023494011916,0.0077123480274584,0.0077123480274584,0.0093457943925233,0.0158420109193908,0.0158420109193908,0.0054283290924512,0,0.00470737913486,0,0.0084881295084236,0.0008561643835616,0.0041015625,0.0081566601827484,0.0042410714285714,0.0117076462401417,0.0078649910038176,0.0041707080504364,2.30756843800322,3,0.270531400966183,0,12.8164556962025,0,636,661.555933664733,0.0015723270440251,0.0003043417822285,0.0389951336122255,0.997695036104744,613.066945606695,0.0030165912518853,0
"23","Atm","CH12","SRR6293464",612,528.237943850183,0.0016339869281045,0.0003927459179854,0.058780990701539,0.996415947547671,578.57394843962,0.004594180704441,0,0.993464052287582,99.3464052287582,0.32679738562091,0,11.1111111111111,0,0,51,0.0944650102904755,0.0289949820614153,0.0018440404324273,0.0020929300715129,0.0022566953610712,0.0002588587206626,0,0.0020936723638238,0.0019860196109162,0.0019322197548536,0.0026135072931611,0.0010354348826507,0.0008468834688346,0.0017301989997978,2.20066334991708,0.167495854063018,14.0522875816993,200.493464052288,73.0417216016729,0.536434019928228,0.0319647935358001,200.962171052632,139,73.0063773567776,31,92.5304878048781,0,7.46951219512195,212.265306122449,549.080633293107,347.3969062239,1082.49368271206,2325,2325,3.65853658536585,0.30487804878048,0,91.7682926829269,0,3.81097560975609,0.0342386136440719,0.0288287593211997,0.0251515151515151,0.04125,0.0036978341257263,0,0,0.0117113003303875,0.0117113003303875,0.0133929627389428,0.0133929627389428,0.0081202754442309,0.0081202754442309,0.0036978341257263,0.0157190821698807,0.0157190821698807,0.0063795853269537,0,0.0033227006911217,0,0.0083988896569127,0.0034246575342465,0.004140625,0.0082585120903615,0.0041964285714285,0.0116312881651642,0.0078726042388816,0.0040252182347235,2.19031719532554,4.5,0.168614357262103,0,14.1447368421053,0,612,632.964811618645,0.0016339869281045,0.0003930671825937,0.058780990701539,0.996415947547671,578.57394843962,0.004594180704441,0
"24","Atm","CH12","SRR6293465",260,234.818447800652,0.0038461538461538,0.0008102136234,0.0391569684927591,0.996985285792801,248.952542372881,0.011070110701107,0.011070110701107,0.988461538461538,98.8461538461538,0.76923076923076,0,14.9206349206349,0,0,65,0.0620708994302518,0.0284348380196868,0.0017552939931408,0.002193384719243,0.0021857623646473,0.000352013517319,8.29187396351576e-05,0.0021029178076075,0.0019801832847726,0.0019388260603179,0.0024829894644424,0.0010560405519571,0.0012437810945273,0.001787992507669,2.43137254901961,0.286274509803921,9.61538461538461,223.819230769231,79.2477251274118,0.528387194472979,0.0340755603548055,223.665369649805,244.5,79.078427843219,111.5,95.5223880597015,0,4.4776119402985,390.583333333333,675.447315775915,192.332182827202,1236.54531360027,0,0,1.86567164179104,0.3731343283582,0,94.4029850746269,0,2.61194029850746,0.033460827837789,0.0285686406213431,0,0.0319148936170212,0.0063856960408684,0,0,0.0111479100374483,0.0111479100374483,0.0140308310663431,0.0140308310663431,0.007866273352999,0.007866273352999,0.0063856960408684,0.0157323729545671,0.0157323729545671,0.0059829059829059,0.032258064516129,0.0048076923076923,0,0.0083886563717708,0.0034246575342465,0.0053125,0.0082701916213693,0.0028571428571428,0.0110922226944326,0.0081468609289664,0.0040737148399612,2.44444444444444,2,0.261904761904762,0,9.72762645914396,0,260,270.65454282352,0.0038461538461538,0.0008117762355044,0.0391569684927591,0.996985285792801,248.952542372881,0.011070110701107,0.011070110701107
"25","Atm","CH12","SRR6293466",302,272.803641823823,0.0033112582781456,0.0005180241680402,0.0251228370006376,0.99831360102881,294.78527607362,0.0064516129032258,0,0.993377483443709,99.3377483443709,0.66225165562913,0,9.74930362116991,0,0,53,0.0982119737675291,0.0335798867420887,0.00183489124696,0.0021032862977516,0.0021143488259501,0.0002911716748194,0,0.0021190660851949,0.0019577644463775,0.0019642025884536,0.0024055918663761,0.0006988120195667,0.0002057613168724,0.0017679065625054,2.40338983050847,0.223728813559322,8.94039735099337,202.185430463576,71.8010407765986,0.531125364063302,0.0336957972640577,202.163333333333,205.5,71.7161301397546,83.5,92.283950617284,0,7.71604938271605,224.32,621.78052204938,175.837304310267,1140.33407560278,400.000000000028,400.000000000028,4.93827160493827,0.61728395061728,0,91.6666666666667,0,2.77777777777777,0.0353649915790418,0.0301932053701202,0.040513234996969,0.0670705782312925,0.0031746031746031,0,0,0.0116895345708905,0.0116895345708905,0.0134176058483094,0.0134176058483094,0.0075993819356651,0.0075993819356651,0.0031746031746031,0.0158765018940714,0.0158765018940714,0.0036310820624546,0.0161290322580645,0.0008169934640522,0,0.0083211729553192,0.011986301369863,0.00390625,0.0083472123086684,0.0044642857142857,0.0107969522984147,0.0079477298746488,0.0040252182347235,2.4061433447099,2,0.225255972696246,0,9,0,302,316.095604122589,0.0033112582781456,0.0005188839597821,0.0251228370006376,0.998313601028809,294.78527607362,0.0064516129032258,0
"26","Atm","CH12","SRR6293467",291,263.374791082124,0.0034364261168384,0.0006649185317469,0.0322864221209956,0.997530960469518,280.498452012384,0.0099667774086378,0,0.989690721649485,98.9690721649485,0.68728522336769,1.03092783505154,13.6111111111111,0,0,59,0.10279806552896,0.0329342888154098,0.0017650569546735,0.0021823337422184,0.0020214677510875,0.0009706970818418,0,0.0021138195228618,0.0019837891203428,0.0019347445113016,0.0026677069541643,0.0007280228113814,0.0008574490889603,0.0017858266390458,2.74475524475525,0.272727272727273,7.21649484536082,235.591065292096,99.171106547115,0.523956076295981,0.0387766587132327,235.6875,188.5,99.1720214765737,101.5,92.6045016077171,0,7.39549839228295,28.3043478260869,125.116444817239,77.3779493536737,1186.7702215667,99.9999999999255,99.9999999999255,2.2508038585209,0.64308681672025,0,91.6398713826367,0,5.14469453376205,0.0342798914532294,0.0297952445150834,0.0356627499484642,0.0514455782312925,0.0169491525423728,0,0,0.0111621820038941,0.0111621820038941,0.0140146724007083,0.0140146724007083,0.0071846407679616,0.0071846407679616,0.0169491525423728,0.0158696677171997,0.0158696677171997,0.0040605389442598,0.0161290322580645,0.0033222591362126,0,0.0083970671038169,0.011986301369863,0.004375,0.0082605922205543,0.0039285714285714,0.0119124098309502,0.0080583084946461,0.0039767216294859,2.74204946996466,4,0.275618374558304,0,7.29166666666666,0,291,302.935364872641,0.0034364261168384,0.0006660639564232,0.0322864221209956,0.997530960469518,280.498452012384,0.0099667774086378,0
"27","Trp53bp1","CH12","SRR6293468",450,392.513928247394,0.0022222222222222,0.0006013472966051,0.0674318442153487,0.995355051663816,419.295900178253,0.0061855670103092,0,0.995555555555556,99.5555555555556,0,0.22222222222222,22.8187919463087,0,0,56,0.0810850164295881,0.0331564242247723,0.001953454914466,0.0019690806716029,0.0025309036658141,4.10172272354389e-05,4.83091787439614e-05,0.0021034429085295,0.0019430180766031,0.0019808944286321,0.002149936061381,0.0014356029532403,0.0027053140096618,0.0018164450215674,2.75284738041002,0.289293849658314,6,187.566666666667,68.4934465640489,0.536942043931627,0.0330084661968293,187.850446428571,0,68.5093675149662,0,94.7826086956522,0,5.21739130434782,501.458333333333,954.129969272472,378.419806978548,1532.09795005999,0,0,2.39130434782608,0,0,93.4782608695652,0,2.82608695652173,0.0436576525453319,0.0337722093463513,0,0,0.0007457121551081,0.0004474272930648,0.0004474272930648,0.0124264293869571,0.0124264293869571,0.0125832963657265,0.0125832963657265,0.0090673318683059,0.0090673318683059,0.0007457121551081,0.015833554426615,0.015833554426615,0.0085277150739904,0,0.0103461249059443,0,0.008207019906629,0,0,0.0084774983364027,0,0.0094409039322549,0.0082772348659741,0,2.74942791762014,0,0.290617848970252,0,6.02678571428571,0,450,463.28666748375,0.0022222222222222,0.0006020165759403,0.0674318442153487,0.995355051663815,419.295900178253,0.0061855670103092,0
