"","Genotype","Batch","Sample","nclusters_final_downsampled","nclusters_eff_downsampled","mean_cluster_size_downsampled","std_cluster_size_downsampled","cluster_gini_downsampled","cluster_entropy_downsampled","cluster_inverse_simpson_downsampled","top_clone_occupancy_downsampled","big_clones_occupancy_downsampled","alpha_ratio_clusters","frac_clusters_Sa","frac_clusters_Sg3","frac_clusters_Sg2b","frac_clusters_Sg2c","frac_clusters_Sm","frac_clusters_Sg1","insert_frequency","frac_breaks_inversions","frac_breaks_duplications","median_duplication_size","median_inversion_size","homology_fw","homology_rv","donor_score_S","donor_score_W","donor_score_WGCW","donor_score_GAGCT","donor_score_GGGST","donor_complexity","acceptor_score_S","acceptor_score_W","acceptor_score_WGCW","acceptor_score_GAGCT","acceptor_score_GGGST","acceptor_complexity","n_homology_switch","n_untemplated_switch","frac_blunt","mean_length","std_length","mean_GC","std_GC","mean_length_SA","mean_length_SG","std_length_SA","std_length_SG","frac_breaks_single","frac_breaks_sequential","frac_breaks_intra","mean_intra_break_size","std_intra_break_size","spread_SM","spread_SA","spread_SG","spread_SG1","spread_SG2B","spread_SG2C","spread_SG3","frac_breaks_SM_SM","frac_breaks_SM_SG","frac_breaks_SG_SG","frac_breaks_SM_SA","frac_breaks_SG_SA","frac_breaks_SA_SA","homology_fw_SM_SA","homology_rv_SM_SA","homology_fw_SM_SG","homology_rv_SM_SG","donor_score_GAGCT_SM_SG","donor_score_GGGST_SM_SA","donor_score_GGGST_SM_SG","donor_score_S_SM_SA","donor_score_S_SM_SG","donor_score_W_SM_SA","donor_score_W_SM_SG","donor_score_WGCW_SM_SA","donor_score_WGCW_SM_SG","donor_score_GAGCT_SM_SA","donor_complexity_SM_SG","donor_complexity_SM_SA","acceptor_score_GAGCT_SM_SA","acceptor_score_GAGCT_SM_SG","acceptor_score_GGGST_SM_SA","acceptor_score_GGGST_SM_SG","acceptor_score_S_SM_SA","acceptor_score_WGCW_SM_SG","acceptor_score_S_SM_SG","acceptor_score_W_SM_SA","acceptor_score_W_SM_SG","acceptor_score_WGCW_SM_SA","acceptor_complexity_SM_SA","acceptor_complexity_SM_SG","n_homology_switch_SA","n_homology_switch_SG","n_untemplated_switch_SA","n_untemplated_switch_SG","frac_blunt_SA","frac_blunt_SG","nclusters_final","nclusters_eff","mean_cluster_size","std_cluster_size","cluster_gini","cluster_entropy","cluster_inverse_simpson","top_clone_occupancy","big_clones_occupancy","frac_variants_germline","frac_variants_transitions","num_variants"
"12","Rif1 KO","20221118","20221118_Rif1_7_switch",38.9,21.8433560490433,0.0259091285511375,0.0375328956504384,0.564849726916362,0.826075837309987,12.4643550015613,0.18189870222775,0.936944272447085,1,1,0,0,0,0,0,0.0227272727272727,0,0,1926,0,0.178023843890369,0.0041034776501668,0.001578394772427,0.0011737078696287,0.0044310337370364,0.0002051198792016,0,0.0007991922039571,0.0014559050601311,0.0013127930560546,0.0023114220042592,0,0,0.001155608016285,3.5786436743833,9.48160361872299,0,2049.86363636364,271.093709972727,0.500340414558946,0.0091849710975654,2049.86363636364,0,271.093709972727,0,0.97667628784926,0,0.0233237121507398,437.066706289084,81.5914308644118,268.238530065806,181.874466154907,0,0,0,0,0,1.02480093999125e-05,0,0,0.97667628784926,0,0.0233134641413399,0.177123591547472,0.0041574764055757,0,0,0.0094507236714992,0,0,0.0158506998124935,0.0158506998124935,0.0124035951279577,0.0124035951279577,0.023585205573577,0.023585205573577,0.0094507236714992,0.0100339736983277,0.0100339736983277,0,0,0,0,0.0130472726171891,0,0,0.0118728678592725,0,0.0187339532089947,0.0122000339059221,0,3.5786436743833,0,9.48160361872299,0,0,0,44,31.7425236927599,0.0227272727272727,0.0336172195932033,0.565253172426882,0.831149312730159,14.0208556723646,0.155928298898567,0.935425815276078,0.326086956521739,0.847826086956522,46
"13","WT","20221118","20221118_WT_8_switch",198.2,96.3691134858279,0.0050581341665431,0.0121412484801082,0.50596895733336,0.869868614112833,29.5539389067764,0.166385669125395,0.355110642781876,0.895306859205776,0.895306859205776,0.03971119133574,0.0649819494584837,0,0,0,0.0144404332129963,0.0032868930669258,0.0063622766156413,1782,485,0.132035203827543,0.0144319092872817,0.0015177216465598,0.0012426012718917,0.003864127512003,0.0009052134913998,0.000304523775071,0.0009350481156372,0.0014215988596534,0.0013517472196294,0.0020210205776579,0.0004646243886093,0.0001723933888979,0.0012164217229637,2.42273988345558,5.38749707801813,0.0180505415162454,2093.18050541516,764.426792576247,0.497381681561078,0.0167091720541584,1876.06048387097,3949.93103448276,422.307496194066,453.572784794047,0.916021331734296,0,0.083978668265704,300.78620681539,297.753665356409,325.1804394373,356.272669501088,8865.35294088941,0,542.023412537032,0,446.338069276328,0.0574067109201844,0.0962486181894732,0,0.819772713544823,0,0.0265719573455195,0.136733036934537,0.0112551408976637,0.086034509867311,0.0304289913109834,0.0418465519052788,0.0032065736322594,0.0032065736322594,0.0152293866906259,0.0152293866906259,0.0131508131115253,0.0131508131115253,0.0207747040808301,0.0207747040808301,0.0418465519052788,0.0119378772621391,0.0119378772621391,0,0.0039161540299154,0,0.0022948800063876,0.012606247140978,0.0024256546739275,0.0019679942632223,0.0123782489843727,0.0015138475640924,0.0161453940226536,0.0126530375611027,0.0017209600718515,2.47247030529452,1.99745903462603,4.56769353737955,12.3982308048584,0.0201612903225806,0,277,168.953157997653,0.003610108303249,0.0099912830669787,0.544602153780945,0.860123222771377,32.0903543154951,0.161121873157584,0.280131390549987,0.327586206896552,0.862068965517241,58
"14","Brca1 KO","20221118","20221118_BRCA1_8_switch",113.3,90.114081923022,0.008842114167148,0.0063715901708571,0.375969091031044,0.951047545407746,74.5340748778693,0.0371030131650904,0.61005266480817,0.942622950819672,0.942622950819672,0.0081967213114754,0.0491803278688524,0,0,0,0.0163934426229508,0,0,1794,0,0.129322315509573,0.0146350004786961,0.001558894897308,0.0011958496782375,0.004339119876908,0.0007590394962195,0.0002458333849973,0.0008662298175342,0.0014121994701234,0.0013624200820321,0.0021043974332274,8.79492473036789e-05,0.0001966791856623,0.0012004331879537,2.61274892321902,6.6050764424895,0,2029.82786885246,575.656356572801,0.497495254639664,0.014465069062634,1937.06086956522,3553.85714285714,431.868826440874,497.328126397575,0.975725440070886,0,0.0242745599291139,560.679124497363,550.202209270613,319.801067418511,400.810984502856,6243.00492597627,0,645.193154942249,0,6.72052217775939,0.0081165514919741,0.0564469262850925,0,0.919278513785794,0,0.0161580084371398,0.132081899451683,0.0132235474096833,0.0780488320387054,0.030129896192396,0.0307127454444114,0.0025611756947072,0.0025611756947072,0.015652574450117,0.015652574450117,0.0126418692421814,0.0126418692421814,0.0232293661700964,0.0232293661700964,0.0307127454444114,0.010975875767481,0.010975875767481,0,0.0016305566312699,0.0017240820559354,0,0.0126720236862852,0.0025456609494647,0.0017533247088038,0.0123028741449006,0.001755581016084,0.0172572272623946,0.0124643240756001,0.001791182096868,2.63036748012526,2.32581813931744,6.24917880818855,12.4011236296763,0,0,122,127.876687938198,0.0081967213114754,0.0059243199570798,0.369310505220973,0.95226178700438,80.3630680433513,0.0437640312677504,0.557463958237537,0.310344827586207,0.827586206896552,58
"15","Trp53bp1 KO","20221212","20221212_BC01_switch",68.9,51.4396707076905,0.014534518614499,0.012298758982312,0.381779614077837,0.937228854946905,40.1310481126979,0.0897201362304535,0.847974661313486,0.986111111111111,0.986111111111111,0,0,0,0.0138888888888888,0,0.0277777777777777,0,0,1555,0,0.121490553476049,0.0144930341330286,0.0015275811269825,0.0012314059833491,0.003728732732371,0.0001341184861218,0.0002839015949574,0.0009268827901471,0.0013850616571982,0.0013932346516734,0.0016423453386477,0,0.0008653460817286,0.001118867295265,3.18107343755937,2.2999017720092,0,1669.51388888889,488.013091612179,0.489000560168229,0.0146684299517413,1679.60563380282,0,483.9198070823,0,0.933211066303459,0,0.0667889336965413,235.451408886085,124.869071315824,265.890365048498,372.241950271466,0,0,0,0,0,0.0533674213455654,0,0,0.933211066303459,0,0.0134215123509758,0.120878865783879,0.0145933630524679,0,0,0.0061174371335287,0.0029495791614593,0.0029495791614593,0.0153170606739788,0.0153170606739788,0.0130453725941009,0.0130453725941009,0.0200009608852841,0.0200009608852841,0.0061174371335287,0.0119601284895578,0.0119601284895578,0,0,0.0055729307828259,0,0.0124310362863726,0,0,0.012579027088148,0,0.0130100475096401,0.0117360732150525,0,3.18107343755937,0,2.2999017720092,0,0,0,72,73.5938047910054,0.0138888888888888,0.0115333334345411,0.381965363298977,0.936571277505456,42.8574772491881,0.085164348365376,0.861743598830513,0.375,0.90625,32
"16","WT","20221212","20221212_BC32_switch",209.3,102.769031281698,0.00478238160183,0.0117166366201268,0.477403673513601,0.878739398750625,30.0750181272128,0.168493150684931,0.293466807165437,0.946808510638298,0.946808510638298,0.0141843971631205,0.0354609929078014,0.0035460992907801,0,0,0.0212765957446808,0.0123042741654076,0.0030760685413519,1664,285,0.130865793467095,0.0154416941658161,0.0015097987850814,0.0012515975593765,0.0037713092123638,0.0008287191339552,0.0007676398939955,0.0009659251523424,0.0014155784804835,0.001358583267682,0.0020430325678297,0.0001392919101129,5.52159518450046e-07,0.0011532408912923,2.32111446822616,4.67318982994501,0.0070921985815602,1882.76241134752,554.193200180316,0.494062477610063,0.0142832234967733,1792.90262172285,3482.26666666667,405.969683321179,371.831048849997,0.88100143262008,0,0.11899856737992,319.472683865317,249.039808963814,318.814608951168,326.225593147965,8279.60048051682,0,434.421775479103,0,268.30528630452,0.0751775308680384,0.0468617783308553,0,0.834139654289225,0,0.0438210365118814,0.127191381285588,0.0125949421282731,0.0706644661279621,0.0305838156531238,0.0390014447629595,0.0082289082001459,0.0082289082001459,0.0151882758655821,0.0151882758655821,0.0132002547645516,0.0132002547645516,0.0204851937737417,0.0204851937737417,0.0390014447629595,0.0122337423100706,0.0122337423100706,0,0.0015503875968992,5.15707377190089e-06,0,0.0125591602660479,0.0023432780333658,0.0018120581993056,0.01243220690543,0.0016894428557613,0.0152186647385899,0.0122858520306552,0.001746154127317,2.36510008639504,1.53817046482,4.50344460161781,7.6946548941692,0.0074906367041198,0,282,179.252245829527,0.0035460992907801,0.0099158834951665,0.525696135791779,0.867186050465638,32.0766217873738,0.164389329852412,0.23256205655094,0.287878787878788,0.893939393939394,66
"17","Brca1 KO","20221212","20221212_BC49_switch",96.5,77.1104751154735,0.0103719284675395,0.0066328213805299,0.353371398182522,0.955628495844022,68.4057515626725,0.0311961736315819,0.709528239808281,0.904761904761905,0.904761904761905,0.0380952380952381,0.0571428571428571,0,0,0,0.0571428571428571,0,0,1831,0,0.127892703767372,0.012254972323125,0.0015454541615808,0.0012111114271574,0.0040920217281943,0.0006587649091878,0.0003810214108659,0.0008894860621034,0.0014439461753876,0.0013263721859491,0.0020088122086027,0.0004352960410962,6.38033493475008e-07,0.0011659127000435,2.7963776726313,3.11649015193012,0,2093.51428571429,745.964062893952,0.498607477855408,0.0144877104187505,1893.62105263158,3992.5,422.311563183974,403.505700083654,0.990289233088587,0,0.0097107669114129,211.954727605283,19.9361746535855,340.66069957718,278.172536207776,8813.54652287567,0,399.759855476566,0,250.139944577101,0.0095798058207393,0.0952201185662102,0,0.895069114522377,0,0.0001309610906736,0.1340385611142,0.010082357416169,0.0746065387231921,0.0304993436241652,0.0296483036876397,0.003905980992907,0.003905980992907,0.0154807409010269,0.0154807409010269,0.0128485236866818,0.0128485236866818,0.0216580469612891,0.0216580469612891,0.0296483036876397,0.0113798919811108,0.0113798919811108,0,0.0036314847942754,0,0,0.012843223963766,0.0026483771781995,0.0019513966468317,0.0121066918526801,0.0015325376811692,0.0162468232457268,0.0119812438397727,0.0017386234391658,2.88706057615481,1.94395837951026,3.33952335072394,1.01997808326823,0,0,105,113.997697139226,0.0095238095238095,0.0060414896637452,0.354941914411906,0.954778299420898,75.0763846904394,0.0258473594405005,0.641739167070422,0.213483146067416,0.820224719101124,89
"18","Lig4 KO","20221212","20221212_BC72_switch",126.9,26.1317512266353,0.0079300462073806,0.0295473214043304,0.706302762027913,0.67578086371615,8.48586808551487,0.267860906217071,0.629820864067439,0.93167701863354,0.93167701863354,0.0062111801242236,0.0559006211180124,0.0062111801242236,0,0,0.031055900621118,0.137425691852673,0,1658,410,0.122823974524259,0.0174601577812146,0.001436067914112,0.0013353178305888,0.0031727675849034,0.0003176143157449,0.0008312271907373,0.0010715431324849,0.0013612525048415,0.0014202695783795,0.0018848916694781,0.0002087232562531,0.0002965478818971,0.0012363335306072,2.57966706527908,5.36983466309293,0,1679.98136645963,587.308276865865,0.48771483370168,0.0177876601768862,1599.31333333333,2780,490.863581003476,681.261130017505,0.896779621396717,0,0.103220378603283,175.439565650207,81.0867571999434,268.155244943014,383.201694923393,6180.95337637394,0,551.856975146763,0,0,0.0688449005738543,0.057119721108071,0,0.839659900288646,0,0.0343754780294286,0.117912736881515,0.0162162748361631,0.0608148125085701,0.0177903379482837,0.0148014511679514,0.0088233868457178,0.0088233868457178,0.0143846086380002,0.0143846086380002,0.0141667796682074,0.0141667796682074,0.017117176364078,0.017117176364078,0.0148014511679514,0.013686185121778,0.013686185121778,0,0.0011627906976744,0.0027821443981322,0,0.0122299381718924,0.0021943398856824,0.0017895059683731,0.0128094699918657,0.0017148382996946,0.0154660182304639,0.0128126661982383,0.001740619411028,2.64632641098208,1.59310874887479,5.23185367078883,7.41195334919371,0,0,161,42.5837828948852,0.0062111801242236,0.02625417021978,0.710580242356197,0.667047215966298,8.58397003961972,0.268384597570475,0.610686540769279,0.41304347826087,0.934782608695652,46
"19","Lig4 KO","20221212","20221212_BC75_switch",127.6,20.8093246848461,0.0078809541113278,0.0318831578963614,0.733949951301854,0.634179018359751,7.35420823312807,0.249104320337197,0.654056902002108,0.921212121212121,0.921212121212121,0.0242424242424242,0.0484848484848484,0,0.006060606060606,0,0.0363636363636363,0.107694996641436,0,1415,410,0.107257208779822,0.0175448836279746,0.0014164520534857,0.0013575913389592,0.0029168510110349,0.0004751130834993,0.0009651981742497,0.0011194739734576,0.0013810830125176,0.0013977523415818,0.0018296480562975,0.0001882790200945,0.0004771248916161,0.0011983792910488,2.40549364945572,3.24360045488738,0.006060606060606,1632.16363636364,558.705107785462,0.487647295069707,0.0171759189460026,1581.70394736842,2302.41666666667,478.123908169593,950.450109012684,0.920063708196063,0.0056794056061485,0.0742568861977883,212.069549841619,113.253854455776,271.761810829329,392.697778286237,8193.94263494211,199.640650698823,1122.63558165981,0,932.694538157546,0.0398222613662625,0.0681528672737823,0,0.851910840922281,0.0056794056061485,0.0344346248315257,0.111005575825268,0.0176085353631187,0.0469606774672744,0.0173967624438337,0.0222735714818498,0.010306725590094,0.010306725590094,0.014186251050086,0.014186251050086,0.0144053330668883,0.0144053330668883,0.015670864546726,0.015670864546726,0.0222735714818498,0.0142435270548794,0.0142435270548794,0,0.0028910916253653,0.0032844959736864,0,0.0124508968596222,0.0014638226683396,0.0016637326701229,0.0125562684054972,0.0018564681346134,0.0151411527894102,0.0124456277421457,0.0017279665474104,2.46172069631556,1.74882595461502,2.92022889878372,7.92600412455092,0.006578947368421,0,165,35.1953327627555,0.006060606060606,0.0278755715206228,0.740525701657515,0.626617770769123,7.49083903941277,0.242763005536959,0.626434240720857,0.461538461538462,0.948717948717949,39
"20","Trp53bp1 KO","20221212","20221212_BC76_switch",82.8,61.7888762980102,0.0121094384612083,0.0111642962016916,0.403747636072824,0.932018498258311,44.8092577638498,0.0756984923059137,0.772275057466665,0.989010989010989,0.989010989010989,0,0,0,0.0109890109890109,0,0.0329670329670329,0.0283010083816721,0,1621.5,405,0.150216296384144,0.0159133650444742,0.0015106319323671,0.0012506515334338,0.0036093837864172,0.0003205286331263,0.000705838956128,0.0009693992635297,0.0013906259170536,0.0013869165200948,0.0021959939573055,0,0.0011025793855506,0.0011701326563817,3.25185815959375,2.4630027281448,0,1712.38461538462,476.034761156418,0.49279648987641,0.013444787759277,1720.82222222222,0,471.856324125558,0,0.873758498026374,0,0.126241501973626,373.111920443503,70.6198595438328,347.135482775184,391.035354918062,0,0,0,0,0,0.0776674220467887,0,0,0.873758498026374,0,0.0485740799268378,0.127384016167108,0.0165333222190306,0,0,0.0151601803002974,0.0076042171520366,0.0076042171520366,0.0151934679522801,0.0151934679522801,0.0131940105369368,0.0131940105369368,0.0196568842358329,0.0196568842358329,0.0151601803002974,0.0121611180190146,0.0121611180190146,0,0,0.0083759697215587,0,0.0122539677476689,0,0,0.0127819339543879,0,0.0160033428053182,0.0127048381099193,0,3.24354547247812,0,2.49036942512419,0,0,0,91,86.6729486479435,0.0109890109890109,0.010728550532455,0.435153073545084,0.922436973103887,46.8424166861693,0.0760381771063776,0.768282662284306,0.229166666666667,0.875,48
"21","Rif1 KO","20221212","20221212_BC92_switch",43.1,28.1502504965435,0.0233248748349922,0.0239231525275497,0.437139431620035,0.904336914961805,20.9547125263926,0.150799344278661,0.945588508232335,0.933333333333333,0.933333333333333,0.0444444444444444,0,0.0222222222222222,0,0,0.0444444444444444,0,0,1771,0,0.131350739296594,0.0125329171707097,0.0015618274221902,0.001192519841288,0.0040859029453815,0.0009520670053288,0.0004907617057919,0.000917182925784,0.0014053859432682,0.0013701567370956,0.0020048849932214,0,0.0005519861394615,0.0011595622800264,2.87093505622297,3.50123072621204,0.0222222222222222,1876.6,601.091503479758,0.49294791631461,0.0125667230211002,1761.04761904762,3494.33333333333,419.234276610116,393.786179995636,0.9995933897044,0,0.0004066102955998,75,1.4210854715202e-14,239.792143569593,344.226826451399,10610.1399250957,0,0,0,350.742570955174,0,0.0681540947525726,0,0.931439294951827,0,0.0004066102955998,0.131007880399191,0.0123600228079472,0.136162792465997,0.0147536564100965,0.0428604427370876,0.0050323536911895,0.0050323536911895,0.0156456331527043,0.0156456331527043,0.0126502171461183,0.0126502171461183,0.0216302420820202,0.0216302420820202,0.0428604427370876,0.0117328781639048,0.0117328781639048,0,0,0.0048573335120068,0,0.0125223632137245,0.0024977926483572,0.0019217793480794,0.0124743734847018,0.0015658889027035,0.0164196583801164,0.0119728967151548,0.0018229916252038,2.88980255142055,2.60679012345679,3.67989407213595,0.999943883277217,0.0238095238095238,0,45,40.454072471921,0.0222222222222222,0.0248450181105357,0.457358153909878,0.893555351634913,20.2501628498384,0.159366262814539,0.942934977417736,0.285714285714286,1,14
"22","Rif1 KO","20230120","20230120_BC01_switch",81,46.8843873520959,0.0124122002437647,0.0189802896698518,0.545654585274147,0.862162741498926,24.1575921675968,0.126040179980704,0.783751383868429,0.922222222222222,0.922222222222222,0.0333333333333333,0.0444444444444444,0,0,0,0.0444444444444444,0,0,1860,0,0.131910920115886,0.0122001108014881,0.0015890320916447,0.0011616293570848,0.0041145146283419,0.0002013354228063,0.0002438239648839,0.0008184875436015,0.0014282768072416,0.0013441645127405,0.0018079801160467,0.0003321782045699,0.0002362910887667,0.0011765140455167,3.07686955447208,10.212383890793,0,2105.41111111111,795.964752073363,0.501682948570612,0.0207100993330276,1963.02409638554,3793.71428571429,566.69770475624,1116.75086290359,0.899710430421886,0,0.100289569578114,353.332619583609,118.00619715944,415.98654756184,316.087626706863,9896.90081026927,0,1081.5068166256,0,456.920158759654,3.07593309545944e-05,0.0699774779217023,0,0.829732952500183,0,0.10025881024716,0.135909399921578,0.0118020375993143,0.0684848054306237,0.0216525349054777,0.0100696668436117,0.0027776828142627,0.0027776828142627,0.0161320465611388,0.0161320465611388,0.0120652353817895,0.0120652353817895,0.0227295673287484,0.0227295673287484,0.0100696668436117,0.009859762183667,0.009859762183667,0,0.0049677176706575,0.0020834452577983,0,0.0127704338797864,0.0014301838959414,0.0018662604397198,0.0121901036656524,0.0016284072109234,0.015156566365006,0.0122354286751303,0.0017043975061719,3.18877845261515,1.74994976220434,8.77822328587588,27.2174310633813,0,0,90,63.1379997089257,0.0111111111111111,0.0180865649898582,0.573408358990693,0.85206724527905,24.8600798510512,0.126101496974201,0.804756343560888,0.243589743589744,0.807692307692308,78
"23","WT","20230120","20230120_BC04_switch",301.4,133.800507522442,0.0033211987523238,0.0089169183819751,0.502025077265199,0.868720614599466,37.0908643301198,0.140252897787144,0.27449947312961,0.836693548387097,0.836693548387097,0.0423387096774193,0.120967741935484,0,0,0,0.0141129032258064,0.0092255473951852,0.0036692518049032,1779.5,218,0.109319241585564,0.0162125848269168,0.0014911023850606,0.0012728270343557,0.0036315899698431,0.0008253819393264,0.000643355048354,0.0009884481350617,0.0014155779078064,0.0013585839179481,0.0017985274287094,0.0003753484717656,0.000356804019676,0.0011842730756178,2.2085714973171,5.60282874617824,0.0080645161290322,2119.57862903226,943.836199794902,0.494364279457096,0.0162317817900063,1756.2843373494,3980.9012345679,440.848208852727,564.340620480576,0.918144484576376,0.0037171841480824,0.0781383312755412,266.095269256565,161.200579319422,316.920656338554,338.691127219761,7756.3108381171,0,707.662675336175,0,535.949367135093,0.0390666350034465,0.154263142145424,0,0.763881342430953,0.0037171841480824,0.0390716962720947,0.114308666067786,0.0130362407570934,0.0747762547534819,0.0278486951457378,0.0388025029274579,0.0068891690774797,0.0068891690774797,0.0149778814395277,0.0149778814395277,0.013453284184432,0.013453284184432,0.0196001536517704,0.0196001536517704,0.0388025029274579,0.0125476331079878,0.0125476331079878,0,0.0025463408482212,0.0017920230252629,0.0014992861058038,0.0125860081372928,0.0024792027019926,0.0018720304342249,0.0124014413190678,0.0016219097795877,0.0142381601091541,0.0119965855975994,0.0017667773870636,2.28189377280475,1.83471841365787,4.82145151601596,9.58688795675874,0.0072289156626506,0.0123456790123456,496,265.204303153319,0.002016129032258,0.0067836902125616,0.565942697497696,0.85329933034727,40.3302837004657,0.137388667803676,0.238561472216958,0.024390243902439,0.926829268292683,41
"24","Lig4 KO","20230120","20230120_BC12_switch",164.5,37.6521289816266,0.0061187765871342,0.0240392193594947,0.713189081454039,0.678437665989039,9.99946216469608,0.21854583772392,0.619178082191781,0.866412213740458,0.866412213740458,0.0267175572519083,0.103053435114504,0.0038167938931297,0,0,0.0229007633587786,0.133929374874021,0.0051703743130031,1423,410,0.104501537425509,0.0204464325099705,0.0014271003528751,0.001345500358599,0.0031124076559194,0.000350640779545,0.0009145697631364,0.0010767122575597,0.0013773179570938,0.0014020275041706,0.0018298553567418,0.0001700063698783,0.000316542789163,0.0012310521768324,2.41121249919131,5.73565719760284,0.0114503816793893,1806.7213740458,879.220644350181,0.487914983304798,0.0183016373365797,1561.26431718062,3398.68571428571,520.029599890216,1052.43890277851,0.918530491165804,0,0.0814695088341962,254.029495400248,153.683654986207,310.238556222751,410.953183484445,7380.12267800708,0,1163.85360922169,7.46823161360106,712.341800528309,0.0671446640321621,0.123648335349243,0.0001472003992252,0.794882155816561,0,0.0141776444028088,0.11140585240308,0.0202438054687731,0.0752192423683858,0.0228405726394098,0.0159334795009203,0.0095105776205405,0.0095105776205405,0.0143156726430653,0.0143156726430653,0.0142496850718075,0.0142496850718075,0.0166439876442836,0.0166439876442836,0.0159334795009203,0.0137529687159768,0.0137529687159768,0,0.0004514242798153,0.0032082311720752,0,0.0122897754781722,0.0022605326484601,0.0018402345190641,0.0127409010614935,0.0016577142808449,0.014675322490036,0.0125667953930651,0.0017736277475249,2.51691406252862,1.73170244916576,5.77918643487197,5.455826386587,0.013215859030837,0,262,51.0957937880695,0.0038167938931297,0.0197788963760375,0.757768667800878,0.64012353465881,9.44097784436354,0.214261653122237,0.606425533706682,0.488372093023256,0.883720930232558,43
"25","Lig4 KO","20230120","20230120_BC32_switch",155,25.1810752948418,0.0064679499376907,0.0280201823398081,0.729026030485484,0.640778590420857,7.83196041837842,0.273656480505795,0.639199157007376,0.883177570093458,0.883177570093458,0.0514018691588785,0.0607476635514018,0.0046728971962616,0,0,0.0186915887850467,0.0984001891847325,0,1607.5,410,0.106811726626727,0.0178960667940364,0.0014242747138621,0.0013487088282863,0.0030956824221494,0.000677484473402,0.0010571622181367,0.00111359606138,0.0013792481309927,0.0013998358213629,0.001774812448401,0.0001936959290144,0.0003184035524699,0.0012178223183744,2.36016946943026,5.39631900544758,0.0093457943925233,1715.67289719626,701.680150204259,0.487735154301403,0.0164561460816492,1566.44444444444,2843.84,465.866153920423,1064.27769609252,0.930335462453549,0.004347361974082,0.0653171755723691,212.142380541727,115.957760919081,281.24614444715,365.885571250494,8646.58125250613,0,1309.02816733974,0,1043.92237312677,0.0478978477328209,0.108684049352051,0.0043750521777386,0.821651413101498,0,0.0173916376358916,0.111418012026321,0.0163209730443328,0.0648803227686817,0.0242534193437044,0.0311651637555484,0.0110770228564767,0.0110770228564767,0.0142603318879706,0.0142603318879706,0.0143162402530446,0.0143162402530446,0.0166039735307267,0.0166039735307267,0.0311651637555484,0.0141998838327558,0.0141998838327558,0,0.0013413529723356,0.0020755034368103,0,0.0123720242935891,0.0019171284631669,0.0017853390793422,0.0126466502730115,0.0017195305182639,0.0146903166348349,0.0125618247611267,0.0016746738829046,2.50475493262401,1.26710336768551,5.56859596978142,4.09390515508373,0.0105820105820105,0,214,40.3379018473248,0.0046728971962616,0.0242354165345161,0.746152165827336,0.620383355592084,7.70537123013286,0.275531690882291,0.625163192251,0.490566037735849,0.924528301886792,53
"26","Rif1 KO","20230120","20230120_BC47_switch",53.4,35.774625228778,0.0187822415920792,0.0244344489365509,0.474771626130009,0.883312958966692,19.7915660876872,0.16262636582731,0.897591933130488,0.963636363636364,0.963636363636364,0.0181818181818181,0.0181818181818181,0,0,0,0.0545454545454545,0,0,1652,0,0.12662890245554,0.0107539722040622,0.0015003286634791,0.0012623507369606,0.0035743116898353,0.0006360227806172,0.0004035115045595,0.0009783026560244,0.001446352753268,0.0013236395537396,0.0017885783096272,0.0001915277028178,4.32537720907596e-07,0.0010768163282579,2.97830879941354,7.17415973927921,0,1930.23636363636,628.735613278713,0.495293480330225,0.0126034110473654,1833.28301886792,4499.5,388.971860909714,106.5,0.948062128948525,0,0.0519378710514748,436.917556906394,33.7055263113725,248.707317043406,290.419215195169,8856.91275752524,0,11.5134278267515,0,20.7020657908094,0.0002076572440888,0.034474986507219,0,0.913587142441306,0,0.0517302138073859,0.123827863046855,0.0102046752722723,0.136201382573842,0.0413931349091797,0.0301823653400285,0.0043616204818054,0.0043616204818054,0.0150771506831528,0.0150771506831528,0.0133338987064159,0.0133338987064159,0.0192839910171449,0.0192839910171449,0.0301823653400285,0.0124558917641825,0.0124558917641825,0,0.005813953488372,3.6742417283633e-06,0,0.0128782471168374,0.0024420718826002,0.0021658510965,0.0120665580249116,0.0012910464526916,0.0145287557165309,0.0112329941072883,0.0017327167388662,2.9708428052837,3.17615764385427,7.38768152256806,1.51583248212462,0,0,55,45.9546528560462,0.0181818181818181,0.0242723981795968,0.4851892788063,0.878750652435144,20.0016476938061,0.15902566700439,0.914387031408308,0.529411764705882,0.911764705882353,34
