BC01	20230120_BC01_switch
BC04	20230120_BC04_switch
BC12	20230120_BC12_switch
BC32	20230120_BC32_switch
BC47	20230120_BC47_switch
BC49	20230120_BC49_switch
BC55	20230120_BC55_switch
BC72	20230120_BC72_switch
BC75	20230120_BC75_switch
BC76	20230120_BC76_switch
BC78	20230120_BC78_switch
BC82	20230120_BC82_switch
BC91	20230120_BC91_switch
BC92	20230120_BC92_switch
